Material compositions 1,Material compositions 2,Enorm (eV),E_raw (eV),Site2_MeltingT,Site1_MendeleevNumber,Site1_MiracleRadius,GSestFCClatcnt_max_value,Site2_BCCenergy_pa,Site1_BCCfermi,CovalentRadius_max_value,Site2_Density,n_ws^third_min_value,Site1_HHIr,IonicRadii_max_value,BoilingT_max_value,valence_arithmetic_average,Site2_NdUnfilled,Site1_IonicRadii,BCCenergy_pa_composition_average,MiracleRadius_min_value,MeltingT_min_value,NUnfilled_max_value,Site2_Group,Site1_CovalentRadii,Site2_NUnfilled,SpecificHeatCapacity_difference,Site1_Electronegativity,BCCenergy_pa_arithmetic_average
Ca,Ca,0,1.668886,-0.66587204,-5.157834187,4.269178814,2.115409261,1.257619951,-1.890525405,1.293999353,-1.505302399,-2.127850234,-0.55517903,0.926556054,-2.038134738,-1.676965927,-0.943565335,2.264917312,1.722156856,5.629770696,-0.245908365,-1.919049806,-1.669722113,4.491058345,-1.358836389,-1.05789813,-2.438743964,1.722156856
Ca,Ag,-0.11076,1.558126,-0.531814423,-5.157834187,4.269178814,2.115409261,1.021336909,-1.890525405,1.293999353,0.152291483,-2.127850234,-0.55517903,1.636880876,-1.432543479,-1.676965927,-0.943565335,2.264917312,1.554364717,0.859807591,-0.245908365,-1.546560596,0.626614816,4.491058345,-1.036320247,0.424610928,-2.438743964,1.554364717
Ca,Cd,-0.03195,1.636936,-1.247999329,-5.157834187,4.269178814,2.115409261,1.611400759,-1.890525405,1.293999353,-0.188868779,-2.127850234,-0.55517903,0.926556054,-2.038134738,-1.676965927,-0.943565335,2.264917312,1.973387914,1.947693913,-1.113508779,-1.919049806,0.881763363,4.491058345,-1.358836389,0.435405897,-2.438743964,1.973387914
Ca,Nb,0.848,2.516886,1.161729093,-5.157834187,4.269178814,2.115409261,-1.176407373,-1.890525405,1.293999353,-0.203701834,-2.127850234,-0.55517903,0.926556054,0.873705238,-0.389258088,0.925243678,2.264917312,-0.006323734,0.776124028,-0.245908365,0.688374669,-0.90427647,4.491058345,0.898776599,0.31666124,-2.438743964,-0.006323734
Ca,Y,0.29815,1.967036,0.098702379,-5.157834187,4.269178814,2.115409261,-0.057757695,-1.890525405,2.069828502,-0.963525069,-2.127850234,-0.55517903,1.02126603,-0.375884984,-1.247729981,1.859648185,2.264917312,0.788065153,3.788732305,-0.245908365,1.43335309,-1.414573566,4.491058345,1.543808881,0.190719936,-2.438743964,0.788065153
Ca,Zr,0.63619,2.305076,0.466458203,-5.157834187,4.269178814,2.115409261,-0.691737792,-1.890525405,1.293999353,-0.585467583,-2.127850234,-0.55517903,0.926556054,0.574482419,-0.818494035,1.548180016,2.264917312,0.337855625,2.031377476,-0.245908365,1.06086388,-1.159425018,4.491058345,1.22129274,0.269883041,-2.438743964,0.337855625
Cu,Cu,0,2.080201031,-0.394504011,0.306636309,-1.002050323,-1.660534499,0.746249178,-1.028338015,-1.14432083,-0.138807219,0.278818849,-0.55517903,-0.352028625,-0.749243607,-1.676965927,-0.943565335,0.372303407,0.995875399,-0.646496547,0.158537568,-1.546560596,0.626614816,-0.925040642,-1.036320247,-1.05789813,0.017593046,0.995875399
Cu,Ag,-0.1328,1.947401031,-0.531814423,0.306636309,-1.002050323,-0.626924632,1.021336909,-1.028338015,-0.423908049,0.152291483,-0.193919721,-0.55517903,1.636880876,-0.749243607,-1.676965927,-0.943565335,0.372303407,1.191223989,-0.646496547,-0.046109375,-1.546560596,0.626614816,-0.925040642,-1.036320247,-0.518149686,0.017593046,1.191223989
Cu,Al,-0.05359,2.026611031,-0.868786067,0.306636309,-1.002050323,-0.600965792,0.744073339,-1.028338015,-1.14432083,-1.292077235,-0.06499102,-0.55517903,-0.352028625,-0.749243607,-1.247729981,-0.943565335,0.372303407,0.994330267,-0.646496547,-0.548330699,-0.056603753,1.136911911,-0.925040642,0.253744317,0.795238193,0.017593046,0.994330267
Cu,Au,-0.10813,1.972071031,-0.41735182,0.306636309,-1.002050323,-0.563176235,0.882893005,-1.028338015,-0.922655359,1.785781651,0.278818849,-0.55517903,0.216231232,-0.749243607,-1.247729981,-0.943565335,0.372303407,1.092910547,-0.646496547,0.124485276,-1.546560596,0.626614816,-0.925040642,-1.036320247,-0.13312913,0.017593046,1.092910547
Cu,Bi,-0.44205,1.638151031,-1.303688068,0.306636309,-1.002050323,1.615079521,0.670988513,-1.028338015,-0.257658945,0.020648121,-1.053444393,-0.55517903,1.068621018,-0.749243607,-0.389258088,-0.943565335,0.372303407,0.942430396,-0.646496547,-1.196507075,-0.801582174,1.647209006,-0.925040642,-0.391287965,-0.111539192,0.017593046,0.942430396
Cu,Cd,-0.18004,1.900161031,-1.247999329,0.306636309,-1.002050323,-0.109624705,1.611400759,-1.028338015,-0.479324417,-0.188868779,-0.709634524,-0.55517903,0.689781114,-0.749243607,-1.676965927,-0.943565335,0.372303407,1.610247186,-0.646496547,-1.113508779,-1.546560596,0.881763363,-0.925040642,-1.358836389,-0.507354717,0.017593046,1.610247186
Cu,Co,0.39165,2.471851031,0.064050614,0.306636309,-1.002050323,-1.660534499,-0.248457198,-1.028338015,-1.14432083,-0.142515482,0.278818849,-0.55517903,-0.352028625,-0.749243607,-1.247729981,-0.009160828,0.372303407,0.289502613,-0.730180111,0.158537568,-0.801582174,0.11631772,-0.925040642,-0.391287965,-0.928358503,0.017593046,0.289502613
Cu,Cr,0.07129,2.151491031,0.524583744,0.306636309,-1.002050323,-1.633637944,-1.000991245,-1.028338015,-0.756406256,-0.468842689,0.278818849,-0.55517903,-0.352028625,-0.749243607,0.039977858,0.613775509,0.372303407,-0.244895863,-0.646496547,0.158537568,0.315885458,-0.649127923,-0.925040642,0.576260458,-0.827605461,0.017593046,-0.244895863
Cu,Fe,0.39712,2.477321031,0.112115965,0.306636309,-1.002050323,-1.660534499,-0.637552182,-1.028338015,-1.14432083,-0.332749411,0.278818849,-0.55517903,-0.352028625,-0.749243607,0.039977858,0.30230734,0.372303407,0.01319383,-0.730180111,0.158537568,-0.429092963,-0.138830827,-0.925040642,-0.068771824,-0.827605461,0.017593046,0.01319383
Cu,Ga,-0.1059,1.974301031,-1.573625315,0.306636309,-1.002050323,-0.209051427,0.944313144,-1.028338015,-1.14432083,-0.698013387,-0.408800889,-0.55517903,-0.352028625,-0.749243607,-1.247729981,-0.943565335,0.372303407,1.136526951,-0.646496547,-1.598820574,-0.056603753,1.136911911,-0.925040642,0.253744317,-1.007521608,0.017593046,1.136526951
Cu,Ge,-0.17374,1.906461031,-0.55811623,0.306636309,-1.002050323,0.402207623,0.556834769,-1.028338015,-1.14432083,-0.805738448,-0.150943487,-0.55517903,-0.352028625,-0.749243607,-0.818494035,-0.943565335,0.372303407,0.861366174,-1.650699306,-0.085309494,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.824007138,0.017593046,0.861366174
Cu,Hf,-0.15578,1.924421031,0.888986172,0.306636309,-1.002050323,0.289688354,-1.081421964,-1.028338015,1.238582985,0.675156668,0.192866382,-0.55517903,0.121521256,0.747763693,-0.818494035,1.548180016,0.372303407,-0.302012287,-0.646496547,0.158537568,1.06086388,-1.159425018,-0.925040642,1.22129274,-0.176309005,0.017593046,-0.302012287
Cu,Hg,-0.22938,1.850821031,-1.650295138,0.306636309,-1.002050323,0.701128838,1.784430608,-1.028338015,-1.14432083,0.716689221,-0.709634524,-0.55517903,1.02126603,-0.749243607,-1.676965927,-0.943565335,0.372303407,1.733121211,-0.646496547,-1.713089003,-1.546560596,0.881763363,-0.925040642,-1.358836389,-0.176309005,0.017593046,1.733121211
Cu,In,-0.20489,1.875311031,-1.431843708,0.306636309,-1.002050323,0.572503382,1.041031352,-1.028338015,-0.590157152,-0.437322448,-1.01046816,-0.55517903,-0.020543708,-0.749243607,-1.247729981,-0.943565335,0.372303407,1.205209642,-0.646496547,-1.387509778,-0.056603753,1.136911911,-0.925040642,0.253744317,-0.51095304,0.017593046,1.205209642
Cu,Ir,0.59565,2.675851031,1.149433305,0.306636309,-1.002050323,-1.012114297,-0.62016634,-1.028338015,-0.64557352,2.390228637,0.278818849,-0.55517903,-0.352028625,0.591453265,-1.247729981,-0.009160828,0.372303407,0.025540072,-0.646496547,0.158537568,-0.801582174,0.11631772,-0.925040642,-0.391287965,-0.140325776,0.017593046,0.025540072
Cu,Mg,-0.09191,1.988291031,-0.880489421,0.306636309,-1.002050323,0.386295874,1.380896676,-1.028338015,-0.64557352,-1.47044472,-1.01046816,-0.55517903,-0.352028625,-0.749243607,-1.676965927,-0.943565335,0.372303407,1.44655887,-0.646496547,-0.565773336,-1.546560596,-1.669722113,-0.925040642,-1.358836389,1.227036948,0.017593046,1.44655887
Cu,Mn,-0.04548,2.034721031,-0.214281301,0.306636309,-1.002050323,-1.660534499,-0.811898983,-1.028338015,-0.756406256,-0.407656338,0.278818849,-0.55517903,-0.352028625,-0.749243607,0.469213804,0.613775509,0.372303407,-0.110615405,-0.646496547,0.158537568,-0.056603753,-0.393979375,-0.925040642,0.253744317,-0.716057449,0.017593046,-0.110615405
Cu,Mo,0.15031,2.230511031,1.324927726,0.306636309,-1.002050323,-0.739504582,-1.400787522,-1.028338015,0.074839261,0.113354714,0.278818849,-0.55517903,-0.352028625,0.779918981,0.039977858,0.613775509,0.372303407,-0.528803976,-0.646496547,0.158537568,0.315885458,-0.649127923,-0.925040642,0.576260458,-0.572124531,0.017593046,-0.528803976
Cu,Nb,-0.08554,1.994661031,1.161729093,0.306636309,-1.002050323,-0.317204352,-1.176407373,-1.028338015,0.629002939,-0.203701834,0.278818849,-0.55517903,-0.352028625,0.873705238,-0.389258088,0.925243678,0.372303407,-0.369464462,-0.646496547,0.158537568,0.688374669,-0.90427647,-0.925040642,0.898776599,-0.626099375,0.017593046,-0.369464462
Cu,Ni,0.27892,2.359121031,0.01933866,0.306636309,-1.002050323,-1.660534499,0.210847207,-1.028338015,-1.14432083,-0.141032177,0.278818849,-0.55517903,-0.352028625,-0.749243607,-1.247729981,-0.320628997,0.372303407,0.615669349,-0.646496547,0.158537568,-1.174071385,0.371466268,-0.925040642,-0.713804106,-0.845597075,0.017593046,0.615669349
Cu,Os,0.64888,2.729081031,1.783225258,0.306636309,-1.002050323,-1.035032904,-1.247658353,-1.028338015,-0.479324417,2.395791033,0.278818849,-0.55517903,-0.352028625,1.113083494,0.89844975,0.30230734,0.372303407,-0.42006206,-0.646496547,0.158537568,-0.429092963,-0.138830827,-0.925040642,-0.068771824,-0.140325776,0.017593046,-0.42006206
Cu,Pb,-0.38857,1.691631031,-1.240856595,0.306636309,-1.002050323,1.060823299,0.764166746,-1.028338015,-0.368491681,0.309892691,-1.096420627,-0.55517903,1.826300828,-0.749243607,-0.818494035,-0.943565335,0.372303407,1.008599237,-0.646496547,-1.102863273,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.136727453,0.017593046,1.008599237
Cu,Pd,0.13165,2.211851031,0.131174436,0.306636309,-1.002050323,-0.974201659,0.314611849,-1.028338015,-0.756406256,0.436529897,0.278818849,-0.55517903,-0.352028625,-0.717088319,-0.818494035,-0.943565335,0.372303407,0.689355938,-0.646496547,0.158537568,-1.546560596,0.371466268,-0.925040642,-1.358836389,-0.550534593,0.017593046,0.689355938
Cu,Pt,0.34588,2.426081031,0.369656822,0.306636309,-1.002050323,-0.860691677,0.065987337,-1.028338015,-0.922655359,2.117671254,0.278818849,-0.55517903,-0.352028625,0.05285219,-0.818494035,-0.632097166,0.372303407,0.512799726,-0.646496547,0.158537568,-1.174071385,0.371466268,-0.925040642,-0.713804106,-0.140325776,0.017593046,0.512799726
Cu,Re,0.55486,2.635061031,1.954248483,0.306636309,-1.002050323,-0.928233749,-1.775060415,-1.028338015,-0.091409842,2.104692331,0.278818849,-0.55517903,-0.352028625,1.634713723,0.469213804,0.613775509,0.372303407,-0.794587119,-0.646496547,0.158537568,-0.056603753,-0.393979375,-0.925040642,0.253744317,-0.165514037,0.017593046,-0.794587119
Cu,Rh,0.38925,2.469451031,0.588298279,0.306636309,-1.002050323,-1.122155395,-0.227561963,-1.028338015,-0.590157152,0.515701328,0.278818849,-0.55517903,-0.352028625,-0.063264128,0.039977858,-0.320628997,0.372303407,0.304340987,-0.646496547,0.158537568,-0.801582174,0.11631772,-0.925040642,-0.391287965,-0.543337947,0.017593046,0.304340987
Cu,Ru,0.4278,2.508001031,1.001883856,0.306636309,-1.002050323,-1.147680163,-0.722634595,-1.028338015,-0.368491681,0.500868273,0.278818849,-0.55517903,-0.352028625,0.343142985,0.89844975,-0.009160828,0.372303407,-0.04722591,-0.646496547,0.158537568,-0.429092963,-0.138830827,-0.925040642,-0.068771824,-0.528944655,0.017593046,-0.04722591
Cu,S,-0.32154,1.758661031,-1.478109402,0.306636309,-1.002050323,0.77194857,0.937040808,-1.028338015,-1.14432083,-1.429282992,0.278818849,-0.55517903,-0.352028625,-0.749243607,0.039977858,-0.943565335,0.372303407,1.131362633,-2.571218502,-1.456464003,-1.174071385,1.902357554,-0.925040642,-0.713804106,0.111556831,0.017593046,1.131362633
Cu,Sb,-0.29198,1.788221031,-0.901973515,0.306636309,-1.002050323,1.461795358,0.672618521,-1.028338015,-0.756406256,-0.550980731,-0.623682057,-0.55517903,-0.20996366,-0.749243607,-0.389258088,-0.943565335,0.372303407,0.943587917,-0.646496547,-0.597793152,-0.801582174,1.647209006,-0.925040642,-0.391287965,-0.417396644,0.017593046,0.943587917
Cu,Sc,-0.18267,1.897531031,0.115469362,0.306636309,-1.002050323,0.294636562,-0.007621061,-1.028338015,0.961501146,-1.239234477,-0.580705823,-0.55517903,-0.257318649,-0.749243607,-1.247729981,1.859648185,0.372303407,0.460528051,-0.646496547,0.158537568,1.43335309,-1.414573566,-0.925040642,1.543808881,-0.399405029,0.017593046,0.460528051
Cu,Si,-0.16598,1.914221031,-0.026491093,0.306636309,-1.002050323,0.03384853,0.370947113,-1.028338015,-1.14432083,-1.360680114,0.278818849,-0.55517903,-0.352028625,-0.749243607,-0.818494035,-0.943565335,0.372303407,0.729361409,-1.985433559,0.158537568,-0.429092963,1.392060459,-0.925040642,-0.068771824,0.075573602,0.017593046,0.729361409
Cu,Sn,-0.23379,1.846411031,-1.34763992,0.306636309,-1.002050323,1.651374928,0.671125117,-1.028338015,-0.756406256,-0.437322448,-0.709634524,-0.55517903,-0.352028625,-0.749243607,-0.818494035,-0.943565335,0.372303407,0.942527403,-0.646496547,-1.262012756,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.492961426,0.017593046,0.942527403
Cu,Ta,0.00814,2.088341031,1.765340476,0.306636309,-1.002050323,-0.32691117,-1.700431039,-1.028338015,0.961501146,1.294436708,0.278818849,-0.55517903,-0.352028625,1.511451785,-0.389258088,1.236711847,0.372303407,-0.741590414,-0.646496547,0.158537568,0.688374669,-0.90427647,-0.925040642,0.898776599,-0.176309005,0.017593046,-0.741590414
Cu,Tc,0.34617,2.426371031,0.804033458,0.306636309,-1.002050323,-0.99785562,-1.175942345,-1.028338015,-0.313075313,0.339558801,0.278818849,-0.55517903,-0.352028625,0.445861266,0.469213804,0.613775509,0.372303407,-0.369134231,-0.646496547,0.158537568,-0.056603753,-0.393979375,-0.925040642,0.253744317,-0.536141301,0.017593046,-0.369134231
Cu,Ti,-0.04922,2.030981031,0.257429817,0.306636309,-1.002050323,-0.564886718,-0.451494405,-1.028338015,0.407337468,-0.957035608,0.278818849,-0.55517903,-0.352028625,-0.427690726,-0.818494035,1.548180016,0.372303407,0.145319404,-0.646496547,0.158537568,1.06086388,-1.159425018,-0.925040642,1.22129274,-0.561329562,0.017593046,0.145319404
Cu,Tl,-0.31433,1.765871031,-1.267247826,0.306636309,-1.002050323,0.91368165,1.160558109,-1.028338015,-0.423908049,0.404453416,-1.225349328,-0.55517903,3.720500352,-0.749243607,-1.247729981,-0.943565335,0.372303407,1.290089411,-0.646496547,-1.142196669,-0.056603753,1.136911911,-0.925040642,0.253744317,-0.136727453,0.017593046,1.290089411
Cu,V,0.07567,2.155871031,0.52793714,0.306636309,-1.002050323,-1.247407161,-0.832420822,-1.028338015,0.019422894,-0.659818271,0.278818849,-0.55517903,-0.352028625,-0.320506433,-0.389258088,1.236711847,0.372303407,-0.125188618,-0.646496547,0.158537568,0.688374669,-0.90427647,-0.925040642,0.898776599,-0.683672542,0.017593046,-0.125188618
Cu,W,0.35754,2.437741031,2.218049014,0.306636309,-1.002050323,-0.675809672,-2.030509893,-1.028338015,0.518170204,1.776510992,0.278818849,-0.55517903,-0.352028625,1.598092422,0.039977858,0.925243678,0.372303407,-0.975989956,-0.646496547,0.158537568,0.315885458,-0.649127923,-0.925040642,0.576260458,-0.140325776,0.017593046,-0.975989956
Cu,Zn,-0.08159,1.998611031,-1.137940854,0.306636309,-1.002050323,-1.06000872,1.487180929,-1.028338015,-1.14432083,-0.468842689,-0.365824655,-0.55517903,-0.304673637,-0.749243607,-1.676965927,-0.943565335,0.372303407,1.522034714,-0.646496547,-0.949478024,-1.546560596,0.881763363,-0.925040642,-1.358836389,-1.047103161,0.017593046,1.522034714
Cu,Zr,-0.21887,1.861331031,0.466458203,0.306636309,-1.002050323,0.428380823,-0.691737792,-1.028338015,1.238582985,-0.585467583,0.020961447,-0.55517903,0.168876244,0.574482419,-0.818494035,1.548180016,0.372303407,-0.025285104,-0.646496547,0.158537568,1.06086388,-1.159425018,-0.925040642,1.22129274,-0.672877573,0.017593046,-0.025285104
Fe,Fe,0,2.596833811,0.112115965,-0.556174822,-1.072333378,-1.737812755,-0.637552182,0.17646391,-1.14432083,-0.332749411,1.568105858,-0.589845856,-1.204418411,-0.808194969,1.756921643,0.30230734,-0.889439196,-0.96948774,-0.730180111,0.913602155,-0.429092963,-0.138830827,-0.925040642,-0.068771824,-1.05789813,-0.173455388,-0.96948774
Fe,Al,-0.14476,2.452073811,-0.868786067,-0.556174822,-1.072333378,-0.600965792,0.744073339,0.17646391,-1.14432083,-1.292077235,-0.06499102,-0.589845856,-1.204418411,-0.808194969,0.469213804,-0.943565335,-0.889439196,0.011648697,-0.730180111,-0.548330699,-0.056603753,1.136911911,-0.925040642,0.253744317,0.564945524,-0.173455388,0.011648697
Fe,As,-0.21379,2.383043811,-0.693817011,-0.556174822,-1.072333378,0.286150736,0.575732436,0.17646391,-1.14432083,-0.730831521,0.149890148,-0.589845856,-1.062353446,-0.808194969,1.327685696,-0.943565335,-0.889439196,-0.107895558,-1.567015743,-0.287557449,-0.429092963,1.647209006,-0.925040642,-0.391287965,-0.629697698,-0.173455388,-0.107895558
Fe,Bi,-0.36814,2.228693811,-1.303688068,-0.556174822,-1.072333378,1.615079521,0.670988513,0.17646391,-0.257658945,0.020648121,-1.053444393,-0.589845856,1.068621018,-0.808194969,1.327685696,-0.943565335,-0.889439196,-0.040251174,-0.730180111,-1.196507075,-0.429092963,1.647209006,-0.925040642,-0.391287965,0.118753477,-0.173455388,-0.040251174
Fe,Co,0.04355,2.640383811,0.064050614,-0.556174822,-1.072333378,-1.737812755,-0.248457198,0.17646391,-1.14432083,-0.142515482,1.48215339,-0.589845856,-0.73086853,-0.749243607,0.469213804,-0.009160828,-0.889439196,-0.693178957,-0.730180111,0.84196573,-0.429092963,0.11631772,-0.925040642,-0.391287965,-0.957145087,-0.173455388,-0.693178957
Fe,Cr,-0.09334,2.503493811,0.524583744,-0.556174822,-1.072333378,-1.633637944,-1.000991245,0.17646391,-0.756406256,-0.468842689,1.396200923,-0.589845856,-0.872933494,-0.808194969,1.756921643,0.613775509,-0.889439196,-1.227577433,-0.730180111,0.913602155,0.315885458,-0.649127923,-0.925040642,0.576260458,-1.05789813,-0.173455388,-1.227577433
Fe,Ga,-0.15887,2.437963811,-1.573625315,-0.556174822,-1.072333378,-0.209051427,0.944313144,0.17646391,-1.14432083,-0.698013387,-0.408800889,-0.589845856,-0.872933494,-0.808194969,0.469213804,-0.943565335,-0.889439196,0.153845382,-0.730180111,-1.598820574,-0.056603753,1.136911911,-0.925040642,0.253744317,-0.777228939,-0.173455388,0.153845382
Fe,Ge,-0.17353,2.423303811,-0.55811623,-0.556174822,-1.072333378,0.402207623,0.556834769,0.17646391,-1.14432083,-0.805738448,-0.150943487,-0.589845856,-1.204418411,-0.808194969,0.89844975,-0.943565335,-0.889439196,-0.121315395,-1.650699306,-0.085309494,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.593714468,-0.173455388,-0.121315395
Fe,Ir,0.10354,2.700373811,1.149433305,-0.556174822,-1.072333378,-1.012114297,-0.62016634,0.17646391,-0.64557352,2.390228637,1.568105858,-0.589845856,-0.825578506,0.591453265,0.469213804,-0.009160828,-0.889439196,-0.957141498,-0.730180111,0.913602155,-0.429092963,0.11631772,-0.925040642,-0.391287965,0.089966893,-0.173455388,-0.957141498
Fe,Mo,-0.13695,2.459883811,1.324927726,-0.556174822,-1.072333378,-0.739504582,-1.400787522,0.17646391,0.074839261,0.113354714,1.568105858,-0.589845856,-1.014998458,0.779918981,1.756921643,0.613775509,-0.889439196,-1.511485546,-0.730180111,0.913602155,0.315885458,-0.649127923,-0.925040642,0.576260458,-0.341831861,-0.173455388,-1.511485546
Fe,Nb,-0.1805,2.416333811,1.161729093,-0.556174822,-1.072333378,-0.317204352,-1.176407373,0.17646391,0.629002939,-0.203701834,1.009414821,-0.589845856,-0.778223518,0.873705238,1.327685696,0.925243678,-0.889439196,-1.352146032,-0.730180111,0.913602155,0.688374669,-0.90427647,-0.925040642,0.898776599,-0.395806706,-0.173455388,-1.352146032
Fe,Ni,-0.0796,2.517233811,0.01933866,-0.556174822,-1.072333378,-1.737812755,0.210847207,0.17646391,-1.14432083,-0.141032177,1.48215339,-0.589845856,-0.541448577,-0.761748441,0.469213804,-0.320628997,-0.889439196,-0.367012221,-0.730180111,0.775327194,-0.429092963,0.371466268,-0.925040642,-0.713804106,-1.039906515,-0.173455388,-0.367012221
Fe,P,-0.31504,2.281793811,-1.557540189,-0.556174822,-1.072333378,0.341770656,0.436215922,0.17646391,-1.14432083,-1.454684599,1.052391054,-0.589845856,-1.204418411,-0.808194969,1.327685696,-0.943565335,-0.889439196,-0.206970694,-2.654902065,-1.574847361,-0.429092963,1.647209006,-0.925040642,-0.391287965,0.093565216,-0.173455388,-0.206970694
Fe,Pb,-0.37821,2.218623811,-1.240856595,-0.556174822,-1.072333378,1.060823299,0.764166746,0.17646391,-0.368491681,0.309892691,-1.096420627,-0.589845856,1.826300828,-0.808194969,0.89844975,-0.943565335,-0.889439196,0.025917668,-0.730180111,-1.102863273,-0.429092963,1.392060459,-0.925040642,-0.068771824,0.093565216,-0.173455388,0.025917668
Fe,Rh,-0.03641,2.560423811,0.588298279,-0.556174822,-1.072333378,-1.122155395,-0.227561963,0.17646391,-0.590157152,0.515701328,1.525129624,-0.589845856,-0.636158553,-0.063264128,1.756921643,-0.320628997,-0.889439196,-0.678340583,-0.730180111,0.913602155,-0.429092963,0.11631772,-0.925040642,-0.391287965,-0.313045278,-0.173455388,-0.678340583
Fe,Ru,-0.0213,2.575533811,1.001883856,-0.556174822,-1.072333378,-1.147680163,-0.722634595,0.17646391,-0.368491681,0.500868273,1.568105858,-0.589845856,-0.872933494,0.343142985,2.615393535,-0.009160828,-0.889439196,-1.02990748,-0.730180111,0.913602155,-0.429092963,-0.138830827,-0.925040642,-0.068771824,-0.298651986,-0.173455388,-1.02990748
Fe,Sb,-0.24996,2.346873811,-0.901973515,-0.556174822,-1.072333378,1.461795358,0.672618521,0.17646391,-0.756406256,-0.550980731,-0.623682057,-0.589845856,-0.20996366,-0.808194969,1.327685696,-0.943565335,-0.889439196,-0.039093653,-0.730180111,-0.597793152,-0.429092963,1.647209006,-0.925040642,-0.391287965,-0.187103974,-0.173455388,-0.039093653
Fe,Si,-0.20244,2.394393811,-0.026491093,-0.556174822,-1.072333378,0.03384853,0.370947113,0.17646391,-1.14432083,-1.360680114,0.40774755,-0.589845856,-1.204418411,-0.773360073,0.89844975,-0.943565335,-0.889439196,-0.253320161,-1.985433559,0.707022695,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.154719068,-0.173455388,-0.253320161
Fe,Sn,-0.29323,2.303603811,-1.34763992,-0.556174822,-1.072333378,1.651374928,0.671125117,0.17646391,-0.756406256,-0.437322448,-0.709634524,-0.589845856,-0.446738601,-0.808194969,0.89844975,-0.943565335,-0.889439196,-0.040154167,-0.730180111,-1.262012756,-0.429092963,1.392060459,-0.925040642,-0.068771824,-0.262668756,-0.173455388,-0.040154167
Fe,Tc,-0.08915,2.507683811,0.804033458,-0.556174822,-1.072333378,-0.99785562,-1.175942345,0.17646391,-0.313075313,0.339558801,1.568105858,-0.589845856,-1.157063423,0.445861266,2.186157589,0.613775509,-0.889439196,-1.3518158,-0.730180111,0.913602155,-0.056603753,-0.393979375,-0.925040642,0.253744317,-0.305848632,-0.173455388,-1.3518158
Fe,Ti,-0.13961,2.457223811,0.257429817,-0.556174822,-1.072333378,-0.564886718,-0.451494405,0.17646391,0.407337468,-0.957035608,0.493700017,-0.589845856,-0.920288482,-0.427690726,0.89844975,1.548180016,-0.889439196,-0.837362166,-0.730180111,0.913602155,1.06086388,-1.159425018,-0.925040642,1.22129274,-0.791622231,-0.173455388,-0.837362166
Fe,V,-0.08294,2.513893811,0.52793714,-0.556174822,-1.072333378,-1.247407161,-0.832420822,0.17646391,0.019422894,-0.659818271,1.009414821,-0.589845856,-1.204418411,-0.320506433,1.327685696,1.236711847,-0.889439196,-1.107870188,-0.730180111,0.913602155,0.688374669,-0.90427647,-0.925040642,0.898776599,-0.913965212,-0.173455388,-1.107870188
Fe,W,-0.09672,2.500113811,2.218049014,-0.556174822,-1.072333378,-0.675809672,-2.030509893,0.17646391,0.518170204,1.776510992,1.568105858,-0.589845856,-0.96764347,1.598092422,1.756921643,0.925243678,-0.889439196,-1.958671526,-0.730180111,0.913602155,0.315885458,-0.649127923,-0.925040642,0.576260458,0.089966893,-0.173455388,-1.958671526
Fe,Zn,-0.15948,2.437353811,-1.137940854,-0.556174822,-1.072333378,-1.06000872,1.487180929,0.17646391,-1.14432083,-0.468842689,-0.365824655,-0.589845856,-0.304673637,-0.808194969,0.039977858,-0.943565335,-0.889439196,0.539353145,-0.730180111,-0.949478024,-0.429092963,0.881763363,-0.925040642,-1.358836389,-0.838400429,-0.173455388,0.539353145
Fe,Cu,-0.19798,2.398853811,-0.394504011,-0.556174822,-1.072333378,-1.660534499,0.746249178,0.17646391,-1.14432083,-0.138807219,0.278818849,-0.589845856,-0.352028625,-0.749243607,0.039977858,-0.943565335,-0.889439196,0.01319383,-0.730180111,0.158537568,-0.429092963,0.626614816,-0.925040642,-1.036320247,-0.827605461,-0.173455388,0.01319383
Fe,Mn,-0.16716,2.429673811,-0.214281301,-0.556174822,-1.072333378,-1.737812755,-0.811898983,0.17646391,-0.756406256,-0.407656338,0.88048612,-0.589845856,-0.636158553,-0.808194969,2.186157589,0.613775509,-0.889439196,-1.093296975,-0.730180111,0.427140845,-0.056603753,-0.393979375,-0.925040642,0.253744317,-0.946350118,-0.173455388,-1.093296975
Fe,Ag,-0.27612,2.320713811,-0.531814423,-0.556174822,-1.072333378,-0.626924632,1.021336909,0.17646391,-0.423908049,0.152291483,-0.193919721,-0.589845856,1.636880876,-0.808194969,0.039977858,-0.943565335,-0.889439196,0.208542419,-0.730180111,-0.046109375,-0.429092963,0.626614816,-0.925040642,-1.036320247,-0.287857017,-0.173455388,0.208542419
Fe,Au,-0.25088,2.345953811,-0.41735182,-0.556174822,-1.072333378,-0.563176235,0.882893005,0.17646391,-0.922655359,1.785781651,0.708581185,-0.589845856,0.216231232,-0.808194969,0.469213804,-0.943565335,-0.889439196,0.110228978,-0.730180111,0.124485276,-0.429092963,0.626614816,-0.925040642,-1.036320247,0.097163539,-0.173455388,0.110228978
